date,temp_avg,temp_max,temp_min,humidity,rainfall,wind_speed,sunshine_hours,ground_temp,pm10,pm25,o3,no2,co,so2,temp_range,temp_change,humidity_change,humidity_std3,rainfall_7d,rh_over_60,temp_over_20,rh60_days_7,rh60_days_28,rh75,rh95,rh75_days_7,rh75_days_28,rh95_days_7,rh95_days_28,rh75_consecutive_days,rh95_consecutive_days,wood_mold_condition,wood_mold_days_7,wood_mold_days_28,rh70_metal,rh70_days_7,rh70_days_28,rh70_consecutive_days,metal_so2_humidity,pm_total,pm_load_3d,pm_load_7d,so2_ma7,no2_ma7,o3_ma7,month,season,year,display_season
2019-02-01,-0.3,5.1,-5.2,44.3,0.0,4.0,8.5,0.3,34.0,14.0,0.032,0.01,0.5,0.004,10.3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,48.0,48.0,48.0,0.004,0.01,0.032,2,겨울,2019,4. 겨울 (12~2월)
2019-02-02,2.5,9.1,-2.5,51.8,0.0,2.0,8.7,2.2,52.0,30.0,0.027,0.023,0.6,0.004,11.6,2.8,7.5,5.303300858899107,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,82.0,130.0,130.0,0.004,0.0165,0.0295,2,겨울,2019,4. 겨울 (12~2월)
2019-02-03,5.3,8.6,1.3,87.5,4.5,1.5,0.0,4.5,43.0,37.0,0.015,0.022,0.8,0.003,7.3,2.8,35.7,23.083110708914433,4.5,1,0,1.0,1.0,1,0,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,1,1.0,1.0,1,0.003,80.0,210.0,210.0,0.0036666666666666666,0.018333333333333333,0.024666666666666667,2,겨울,2019,4. 겨울 (12~2월)
2019-02-04,3.4,8.8,-2.7,32.9,0.0,3.5,8.6,2.9,82.0,29.0,0.034,0.012,0.6,0.003,11.5,1.9,54.6,27.727423248473702,4.5,0,0,1.0,1.0,0,0,1.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,1.0,0,0.0,111.0,273.0,321.0,0.0035,0.01675,0.027,2,겨울,2019,4. 겨울 (12~2월)
2019-02-05,1.6,12.1,-7.0,46.6,0.0,0.7,8.6,2.4,84.0,29.0,0.018,0.025,0.7,0.004,19.1,1.7999999999999998,13.700000000000003,28.40674802460382,4.5,0,0,1.0,1.0,0,0,1.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,1.0,0,0.0,113.0,304.0,434.0,0.0036000000000000003,0.0184,0.0252,2,겨울,2019,4. 겨울 (12~2월)
2019-02-06,4.9,14.8,-4.0,44.9,0.0,0.8,8.1,4.2,74.0,33.0,0.019,0.026,0.8,0.004,18.8,3.3000000000000003,1.7000000000000028,7.46748507419551,4.5,0,0,1.0,1.0,0,0,1.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,1.0,0,0.0,107.0,331.0,541.0,0.0036666666666666666,0.019666666666666666,0.024166666666666666,2,겨울,2019,4. 겨울 (12~2월)
2019-02-07,3.0,8.9,-2.2,43.6,0.0,2.7,5.0,2.8,62.0,35.0,0.024,0.02,0.8,0.004,11.100000000000001,1.9000000000000004,1.2999999999999972,1.5044378795193962,4.5,0,0,1.0,1.0,0,0,1.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,1.0,0,0.0,97.0,317.0,638.0,0.0037142857142857147,0.019714285714285715,0.02414285714285714,2,겨울,2019,4. 겨울 (12~2월)
2019-02-08,-0.5,6.1,-4.6,33.8,0.0,1.7,7.5,2.4,27.0,14.0,0.028,0.02,0.6,0.003,10.7,3.5,9.800000000000004,6.068223243531234,4.5,0,0,1.0,1.0,0,0,1.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,1.0,0,0.0,41.0,245.0,631.0,0.0035714285714285718,0.02114285714285714,0.023571428571428573,2,겨울,2019,4. 겨울 (12~2월)
2019-02-09,0.0,4.0,-2.4,23.3,0.0,3.1,8.6,2.2,32.0,14.0,0.03,0.016,0.6,0.003,6.4,0.5,10.499999999999996,10.152011294976607,4.5,0,0,1.0,1.0,0,0,1.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,1.0,0,0.0,46.0,184.0,595.0,0.003428571428571429,0.020142857142857146,0.024,2,겨울,2019,4. 겨울 (12~2월)
2019-02-10,0.9,5.8,-4.7,34.1,0.0,1.4,2.8,2.3,33.0,18.0,0.028,0.017,0.7,0.004,10.5,0.9,10.8,6.1506097258726475,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,51.0,138.0,566.0,0.0035714285714285718,0.01942857142857143,0.025857142857142856,2,겨울,2019,4. 겨울 (12~2월)
2019-02-11,0.6,5.6,-3.3,27.8,0.0,3.4,9.9,2.7,31.0,15.0,0.034,0.015,0.6,0.004,8.899999999999999,0.30000000000000004,6.300000000000001,5.424942396007463,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,46.0,143.0,501.0,0.0037142857142857142,0.019857142857142858,0.02585714285714286,2,겨울,2019,4. 겨울 (12~2월)
2019-02-12,1.0,7.3,-6.2,37.3,0.0,1.5,8.3,2.3,51.0,34.0,0.031,0.024,0.8,0.005,13.5,0.4,9.499999999999996,4.833563212924038,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,85.0,182.0,473.0,0.003857142857142857,0.019714285714285715,0.027714285714285716,2,겨울,2019,4. 겨울 (12~2월)
2019-02-13,2.2,7.4,-3.0,29.9,0.0,2.5,9.3,3.3,69.0,49.0,0.035,0.019,0.8,0.004,10.4,1.2000000000000002,7.399999999999999,4.990323970779106,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,118.0,249.0,484.0,0.003857142857142857,0.018714285714285715,0.030000000000000002,2,겨울,2019,4. 겨울 (12~2월)
2019-02-14,1.6,6.2,-1.6,52.3,0.0,1.3,1.2,2.7,40.0,26.0,0.03,0.018,0.6,0.004,7.800000000000001,0.6000000000000001,22.4,11.412858245563756,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,66.0,269.0,453.0,0.003857142857142857,0.01842857142857143,0.030857142857142857,2,겨울,2019,4. 겨울 (12~2월)
2019-02-15,3.8,10.8,-1.3,55.1,0.0,2.1,4.4,4.7,47.0,33.0,0.025,0.02,0.7,0.004,12.100000000000001,2.1999999999999997,2.8000000000000043,13.81207201448547,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,80.0,264.0,492.0,0.004,0.01842857142857143,0.030428571428571426,2,겨울,2019,4. 겨울 (12~2월)
2019-02-16,1.1,5.0,-1.8,46.4,0.0,3.5,7.6,3.5,51.0,38.0,0.041,0.01,0.8,0.004,6.8,2.6999999999999997,8.700000000000003,4.441095960833618,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,89.0,235.0,535.0,0.0041428571428571434,0.01757142857142857,0.032,2,겨울,2019,4. 겨울 (12~2월)
2019-02-17,1.5,8.2,-4.2,33.3,0.0,3.4,10.3,2.9,40.0,31.0,0.043,0.01,0.6,0.004,12.399999999999999,0.3999999999999999,13.100000000000001,10.9737565734498,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,71.0,240.0,555.0,0.0041428571428571434,0.01657142857142857,0.03414285714285714,2,겨울,2019,4. 겨울 (12~2월)
2019-02-18,4.4,10.4,-3.8,27.0,0.0,1.2,4.9,3.8,38.0,24.0,0.02,0.031,0.6,0.006,14.2,2.9000000000000004,6.299999999999997,9.896632423876952,0.0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,62.0,222.0,571.0,0.004428571428571428,0.018857142857142857,0.03214285714285715,2,겨울,2019,4. 겨울 (12~2월)
2019-02-19,3.6,5.7,2.0,86.0,20.5,1.7,0.0,3.8,30.0,25.0,0.014,0.026,0.7,0.003,3.7,0.8000000000000003,59.0,32.39850819610886,20.5,1,0,1.0,2.0,1,0,1.0,2.0,0.0,0.0,1,0,0,0.0,0.0,1,1.0,2.0,1,0.003,55.0,188.0,541.0,0.004142857142857143,0.019142857142857145,0.029714285714285714,2,겨울,2019,4. 겨울 (12~2월)
2019-02-20,3.5,8.2,-0.8,58.9,0.0,3.0,6.8,4.2,50.0,42.0,0.037,0.014,0.6,0.003,9.0,0.10000000000000009,27.1,29.532524443399677,20.5,0,0,1.0,2.0,0,0,1.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,92.0,209.0,515.0,0.004,0.01842857142857143,0.03,2,겨울,2019,4. 겨울 (12~2월)
2019-02-21,2.7,11.1,-4.3,66.6,0.0,0.8,8.3,4.3,78.0,62.0,0.022,0.027,0.9,0.004,15.399999999999999,0.7999999999999998,7.699999999999996,13.96459809661558,20.5,1,0,2.0,3.0,0,0,1.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,140.0,287.0,589.0,0.004,0.019714285714285715,0.028857142857142856,2,겨울,2019,4. 겨울 (12~2월)
2019-02-22,4.2,13.3,-2.3,62.8,0.0,0.7,5.8,4.2,67.0,53.0,0.022,0.027,0.9,0.004,15.600000000000001,1.5,3.799999999999997,3.8501082235870294,20.5,1,0,3.0,4.0,0,0,1.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,120.0,352.0,629.0,0.004,0.020714285714285713,0.02842857142857143,2,겨울,2019,4. 겨울 (12~2월)
2019-02-23,3.8,12.7,-2.6,67.9,0.0,1.3,7.8,3.6,56.0,37.0,0.023,0.023,0.7,0.004,15.299999999999999,0.40000000000000036,5.1000000000000085,2.650157228039994,20.5,1,0,4.0,5.0,0,0,1.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,93.0,353.0,633.0,0.004,0.02257142857142857,0.025857142857142856,2,겨울,2019,4. 겨울 (12~2월)
2019-02-24,5.3,15.9,-3.9,56.4,0.0,1.4,10.3,5.9,42.0,30.0,0.031,0.019,0.6,0.004,19.8,1.5,11.500000000000007,5.762233363317777,20.5,0,0,4.0,5.0,0,0,1.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,72.0,285.0,634.0,0.004,0.023857142857142858,0.024142857142857143,2,겨울,2019,4. 겨울 (12~2월)
2019-02-25,8.5,16.3,1.4,49.5,0.0,1.8,9.3,8.5,63.0,44.0,0.05,0.02,0.7,0.005,14.9,3.2,6.899999999999999,9.295339333952919,20.5,0,0,4.0,5.0,0,0,1.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,107.0,272.0,679.0,0.0038571428571428576,0.022285714285714287,0.028428571428571425,2,겨울,2019,4. 겨울 (12~2월)
2019-02-26,6.3,15.0,-1.6,59.5,0.0,1.1,9.9,8.4,62.0,39.0,0.031,0.023,0.7,0.004,16.6,2.2,10.0,5.118919156749016,0.0,0,0,3.0,5.0,0,0,0.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,101.0,280.0,725.0,0.003999999999999999,0.021857142857142856,0.030857142857142857,2,겨울,2019,4. 겨울 (12~2월)
2019-02-27,8.8,15.2,4.1,60.5,0.0,1.0,3.6,9.8,53.0,32.0,0.035,0.021,0.6,0.003,11.1,2.500000000000001,1.0,6.082762530298121,0.0,1,0,4.0,6.0,0,0,0.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,85.0,293.0,718.0,0.004,0.022857142857142857,0.030571428571428572,2,겨울,2019,4. 겨울 (12~2월)
2019-02-28,8.6,15.5,1.9,65.9,0.3,1.3,7.6,10.8,64.0,46.0,0.038,0.02,0.6,0.004,13.6,0.20000000000000107,5.400000000000006,3.44286702231329,0.3,1,0,4.0,7.0,0,0,0.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,110.0,296.0,688.0,0.004,0.021857142857142856,0.032857142857142856,2,겨울,2019,4. 겨울 (12~2월)
2019-03-01,6.1,15.8,-2.6,57.3,0.0,1.1,10.0,8.7,94.0,65.0,0.037,0.022,0.8,0.004,18.400000000000002,2.5,8.600000000000009,4.346646216720699,0.3,0,0,3.0,7.0,0,0,0.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,159.0,354.0,727.0,0.004,0.02114285714285714,0.035,3,봄,2019,1. 봄 (3~5월)
2019-03-02,6.7,15.2,-2.5,60.9,0.0,1.2,7.8,8.4,91.0,63.0,0.04,0.022,0.8,0.004,17.7,0.6000000000000005,3.6000000000000014,4.318950489798693,0.3,1,0,3.0,8.0,0,0,0.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,154.0,423.0,788.0,0.004,0.020999999999999998,0.03742857142857143,3,봄,2019,1. 봄 (3~5월)
2019-03-03,8.9,15.5,1.7,55.1,0.0,1.2,5.8,9.6,46.0,28.0,0.037,0.018,0.7,0.005,13.8,2.2,5.799999999999997,2.928025500799504,0.3,0,0,3.0,7.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,74.0,387.0,790.0,0.004142857142857143,0.02085714285714286,0.03828571428571429,3,봄,2019,1. 봄 (3~5월)
2019-03-04,9.3,17.6,2.8,54.8,0.0,1.2,8.3,12.4,33.0,17.0,0.039,0.019,0.5,0.003,14.8,0.40000000000000036,0.30000000000000426,3.4385074281339207,0.3,0,0,3.0,7.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,50.0,278.0,733.0,0.0038571428571428576,0.020714285714285713,0.03671428571428571,3,봄,2019,1. 봄 (3~5월)
2019-03-05,8.3,16.9,-1.3,54.0,0.0,1.0,5.5,8.8,92.0,62.0,0.032,0.031,0.8,0.005,18.2,1.0,0.7999999999999972,0.568624070306594,0.3,0,0,3.0,7.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,154.0,278.0,786.0,0.003999999999999999,0.021857142857142856,0.03685714285714286,3,봄,2019,1. 봄 (3~5월)
2019-03-06,10.4,15.7,6.7,49.8,0.0,0.9,4.1,11.7,115.0,86.0,0.04,0.028,0.8,0.004,9.0,2.0999999999999996,4.200000000000003,2.6857649437975715,0.3,0,0,2.0,7.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,201.0,405.0,902.0,0.004142857142857143,0.022857142857142857,0.037571428571428575,3,봄,2019,1. 봄 (3~5월)
2019-03-07,7.7,14.3,2.4,56.5,0.0,1.7,5.2,10.6,73.0,53.0,0.047,0.016,0.6,0.003,11.9,2.7,6.700000000000003,3.385754470325929,0.0,0,0,1.0,7.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,126.0,481.0,918.0,0.004,0.02228571428571428,0.03885714285714286,3,봄,2019,1. 봄 (3~5월)
2019-03-08,6.4,16.9,-2.0,53.5,0.0,1.0,10.4,9.8,51.0,34.0,0.024,0.026,0.7,0.004,18.9,1.2999999999999998,3.0,3.356088993654966,0.0,0,0,1.0,7.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,85.0,412.0,844.0,0.004,0.022857142857142857,0.037,3,봄,2019,1. 봄 (3~5월)
2019-03-09,8.5,18.0,-2.4,42.3,0.0,1.2,10.0,10.5,50.0,34.0,0.027,0.028,0.7,0.004,20.4,2.0999999999999996,11.200000000000003,7.484205591332451,0.0,0,0,0.0,7.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,84.0,295.0,774.0,0.004,0.023714285714285716,0.03514285714285715,3,봄,2019,1. 봄 (3~5월)
2019-03-10,8.0,10.2,6.0,72.4,6.0,1.3,0.0,8.3,35.0,25.0,0.035,0.016,0.6,0.004,4.199999999999999,0.5,30.10000000000001,15.2132617585228,6.0,1,0,1.0,8.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,1,1.0,2.0,1,0.004,60.0,229.0,760.0,0.003857142857142857,0.02342857142857143,0.03485714285714286,3,봄,2019,1. 봄 (3~5월)
2019-03-11,7.8,15.3,-0.6,65.5,0.0,1.6,5.5,7.8,33.0,22.0,0.034,0.017,0.6,0.003,15.9,0.20000000000000018,6.900000000000006,15.768428372330971,6.0,1,0,2.0,9.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,55.0,199.0,765.0,0.003857142857142857,0.023142857142857142,0.03414285714285714,3,봄,2019,1. 봄 (3~5월)
2019-03-12,8.2,15.6,1.3,53.4,1.0,3.8,7.5,9.7,45.0,27.0,0.05,0.01,0.6,0.003,14.299999999999999,0.39999999999999947,12.100000000000001,9.617865321022771,7.0,0,0,2.0,9.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,72.0,187.0,683.0,0.0035714285714285713,0.02014285714285714,0.03671428571428571,3,봄,2019,1. 봄 (3~5월)
2019-03-13,4.6,10.4,0.1,30.8,0.0,4.2,9.8,5.6,37.0,8.0,0.041,0.009,0.5,0.004,10.3,3.5999999999999996,22.599999999999998,17.612779451296113,7.0,0,0,2.0,9.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,45.0,172.0,527.0,0.0035714285714285713,0.01742857142857143,0.03685714285714286,3,봄,2019,1. 봄 (3~5월)
2019-03-14,5.0,13.6,-3.4,33.6,0.0,1.5,10.3,8.0,35.0,12.0,0.031,0.021,0.6,0.004,17.0,0.40000000000000036,2.8000000000000007,12.319632029136736,7.0,0,0,2.0,9.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,47.0,164.0,448.0,0.0037142857142857142,0.018142857142857145,0.03457142857142857,3,봄,2019,1. 봄 (3~5월)
2019-03-15,5.7,13.8,-0.7,57.0,0.2,2.0,5.4,7.8,39.0,22.0,0.033,0.019,0.6,0.004,14.5,0.7000000000000002,23.4,14.386567809360638,7.2,0,0,2.0,9.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,61.0,153.0,424.0,0.0037142857142857142,0.017142857142857144,0.03585714285714286,3,봄,2019,1. 봄 (3~5월)
2019-03-16,6.6,13.7,1.7,50.1,0.0,2.1,8.6,9.2,31.0,19.0,0.042,0.012,0.5,0.003,12.0,0.8999999999999995,6.899999999999999,12.023726543796585,7.2,0,0,2.0,9.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2.0,0,0.0,50.0,158.0,390.0,0.0035714285714285718,0.014857142857142857,0.038,3,봄,2019,1. 봄 (3~5월)
2019-03-17,7.6,14.8,1.4,42.4,0.0,2.6,11.0,11.0,37.0,18.0,0.044,0.012,0.5,0.004,13.4,1.0,7.700000000000003,7.303652054508893,1.2,0,0,1.0,9.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,55.0,166.0,385.0,0.0035714285714285718,0.014285714285714285,0.03928571428571429,3,봄,2019,1. 봄 (3~5월)
2019-03-18,8.3,17.1,-2.6,48.6,0.0,1.5,7.9,10.3,44.0,24.0,0.029,0.023,0.6,0.005,19.700000000000003,0.7000000000000011,6.200000000000003,4.082074635933532,1.2,0,0,0.0,9.0,0,0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,68.0,173.0,398.0,0.003857142857142857,0.015142857142857142,0.038571428571428576,3,봄,2019,1. 봄 (3~5월)
2019-03-19,12.4,21.6,0.6,40.6,0.0,1.7,10.6,13.4,61.0,34.0,0.042,0.024,0.7,0.005,21.0,4.1,8.0,4.196824196143053,0.2,0,0,0.0,8.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,95.0,218.0,421.0,0.0041428571428571434,0.017142857142857144,0.03742857142857143,3,봄,2019,1. 봄 (3~5월)
2019-03-20,11.8,19.4,3.6,59.9,5.5,1.3,0.0,10.8,84.0,51.0,0.037,0.029,0.7,0.005,15.799999999999999,0.5999999999999996,19.299999999999997,9.696906723280291,5.7,0,0,0.0,8.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,135.0,298.0,511.0,0.004285714285714286,0.02,0.03685714285714286,3,봄,2019,1. 봄 (3~5월)
2019-03-21,13.6,17.9,6.4,59.4,0.5,4.0,8.1,14.0,21.0,13.0,0.048,0.01,0.6,0.003,11.499999999999998,1.799999999999999,0.5,11.001363551851131,6.2,0,0,0.0,7.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,34.0,264.0,498.0,0.0041428571428571434,0.01842857142857143,0.03928571428571429,3,봄,2019,1. 봄 (3~5월)
2019-03-22,7.5,14.0,3.3,38.5,0.0,2.6,9.3,11.3,45.0,31.0,0.044,0.011,0.5,0.003,10.7,6.1,20.9,12.213517101965287,6.0,0,0,0.0,6.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,76.0,245.0,513.0,0.004,0.017285714285714286,0.040857142857142856,3,봄,2019,1. 봄 (3~5월)
2019-03-23,5.9,13.8,2.0,45.0,0.5,2.9,7.9,10.5,30.0,13.0,0.044,0.009,0.5,0.004,11.8,1.5999999999999996,6.5,10.695949389059944,6.5,0,0,0.0,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,43.0,153.0,506.0,0.0041428571428571434,0.016857142857142855,0.04114285714285715,3,봄,2019,1. 봄 (3~5월)
2019-03-24,6.5,13.9,-3.1,35.1,0.0,2.4,11.1,10.6,29.0,12.0,0.045,0.009,0.5,0.004,17.0,0.5999999999999996,9.899999999999999,5.0302418762253955,6.5,0,0,0.0,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,41.0,160.0,492.0,0.0041428571428571434,0.016428571428571428,0.04128571428571428,3,봄,2019,1. 봄 (3~5월)
2019-03-25,9.2,16.4,0.7,37.1,0.0,2.1,9.3,10.7,61.0,35.0,0.049,0.019,0.6,0.005,15.7,2.6999999999999993,2.0,5.234819321937631,6.5,0,0,0.0,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,96.0,180.0,520.0,0.0041428571428571434,0.015857142857142854,0.04414285714285714,3,봄,2019,1. 봄 (3~5월)
2019-03-26,11.0,20.9,2.9,40.8,0.0,2.5,10.5,12.7,71.0,45.0,0.043,0.022,0.6,0.004,18.0,1.8000000000000007,3.6999999999999957,2.8919428302322148,6.5,0,0,0.0,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,116.0,253.0,541.0,0.004,0.015571428571428571,0.04428571428571428,3,봄,2019,1. 봄 (3~5월)
2019-03-27,13.2,23.7,0.2,36.6,0.0,2.2,10.1,13.6,58.0,27.0,0.047,0.022,0.6,0.005,23.5,2.1999999999999993,4.199999999999996,2.294195574342244,1.0,0,0,0.0,4.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,85.0,297.0,491.0,0.004,0.014571428571428569,0.045714285714285714,3,봄,2019,1. 봄 (3~5월)
2019-03-28,10.3,14.6,6.0,65.9,0.0,2.3,5.3,13.3,43.0,20.0,0.045,0.013,0.5,0.004,8.6,2.8999999999999986,29.300000000000004,15.84371589411184,0.5,1,0,1.0,4.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,63.0,264.0,520.0,0.0041428571428571434,0.015,0.045285714285714276,3,봄,2019,1. 봄 (3~5월)
2019-03-29,11.6,19.5,4.4,58.3,0.0,1.5,7.0,14.4,49.0,25.0,0.041,0.015,0.5,0.004,15.1,1.299999999999999,7.6000000000000085,15.204933409916633,0.5,0,0,1.0,4.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,74.0,222.0,518.0,0.004285714285714286,0.015571428571428571,0.04485714285714286,3,봄,2019,1. 봄 (3~5월)
2019-03-30,9.2,14.2,5.0,57.6,6.5,3.4,6.6,11.1,38.0,22.0,0.052,0.008,0.4,0.003,9.2,2.4000000000000004,0.6999999999999957,4.60325971459349,6.5,0,0,1.0,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,60.0,197.0,535.0,0.0041428571428571434,0.015428571428571429,0.046,3,봄,2019,1. 봄 (3~5월)
2019-03-31,7.0,12.2,3.6,38.3,0.0,3.6,8.8,11.2,38.0,20.0,0.05,0.007,0.4,0.003,8.6,2.1999999999999993,19.300000000000004,11.350330391666972,6.5,0,0,1.0,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,58.0,192.0,552.0,0.004,0.015142857142857142,0.046714285714285715,3,봄,2019,1. 봄 (3~5월)
2019-04-01,6.0,12.4,1.3,34.6,0.0,3.3,10.9,9.6,31.0,16.0,0.044,0.012,0.4,0.004,11.1,1.0,3.6999999999999957,12.350303639991955,6.5,0,0,1.0,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,47.0,165.0,503.0,0.003857142857142857,0.014142857142857141,0.04599999999999999,4,봄,2019,1. 봄 (3~5월)
2019-04-02,7.1,15.2,-2.9,39.0,0.0,2.1,11.2,12.0,33.0,17.0,0.039,0.019,0.5,0.004,18.099999999999998,1.0999999999999996,4.399999999999999,2.364318083506999,6.5,0,0,1.0,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,50.0,155.0,437.0,0.003857142857142857,0.013714285714285715,0.04542857142857143,4,봄,2019,1. 봄 (3~5월)
2019-04-03,8.5,16.5,-2.3,32.3,0.0,2.1,11.7,13.0,36.0,18.0,0.044,0.018,0.5,0.004,18.8,1.4000000000000004,6.700000000000003,3.404408906109565,6.5,0,0,1.0,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,54.0,151.0,406.0,0.0037142857142857142,0.013142857142857142,0.045,4,봄,2019,1. 봄 (3~5월)
2019-04-04,12.9,21.6,5.0,18.5,0.0,3.5,11.6,15.1,41.0,20.0,0.064,0.011,0.4,0.005,16.6,4.4,13.799999999999997,10.452910280554944,6.5,0,0,0.0,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,61.0,165.0,404.0,0.003857142857142857,0.012857142857142857,0.047714285714285716,4,봄,2019,1. 봄 (3~5월)
